IndiceGene,ProbeSetID,Alpha,MeanPositive,MeanNegative,DeltaMean_Log2,T_Welch,P_Welch,FDR_Welch,AUC_PositiveHigher,AUC_Separation,EvidenceScore
35083,1450788_at,0.0680865940858262,6.069464,3.28966,2.779804,2.35815896610008,0.0758495259581648,0.694588994363879,0.92,0.92,3.64539682413362
3406,1419075_s_at,0.0650407022658015,6.63466,4.01812,2.61654,2.42039280955925,0.0715126107511178,0.694588994363879,0.8,0.8,3.31063463174216
6863,1422557_s_at,0.0418365072771151,8.131402,6.111508,2.019894,2.04423189177901,0.0928925729248556,0.694755635444641,0.92,0.92,3.06085719522508
4095,1419764_at,0.0553962786095261,8.770092,7.318866,1.451226,2.58603262747268,0.043534994578853,0.694588994363879,0.92,0.92,3.01734271299266
20836,1436530_at,0.0493288230617742,8.818172,7.614196,1.203976,3.24724441455304,0.0183807884849268,0.694588994363879,0.96,0.96,2.93662542359061
25233,1440927_x_at,0.0845379321506844,10.020742,8.733238,1.287504,1.62468764931662,0.155729760873237,0.709942609687004,0.76,0.76,2.92316423620429
9757,1425451_s_at,0.0475752630890659,8.23144,6.960292,1.271148,2.5718369387506,0.0435466890802521,0.694588994363879,0.92,0.92,2.86004685928931
1669,1417338_at,-0.0401476995926326,7.745976,8.740718,-0.994742,-4.79966534721989,0.00306189746252917,0.694588994363879,0,1,2.83275230397951
41602,1457307_at,0.0792059763797976,9.795108,8.591566,1.203542,1.58419496095269,0.161580527546877,0.709942609687004,0.76,0.76,2.82988810359375
32526,1448226_at,0.0438014469867502,6.718914,5.838152,0.880762,2.89200220013467,0.0248079998410584,0.694588994363879,0.96,0.96,2.75496959821326
14829,1430523_s_at,0.0444987830040246,9.67429,8.850008,0.824282,3.18632479948385,0.0131230432735059,0.694588994363879,0.96,0.96,2.74290039009899
34119,1449824_at,0.0525774886182693,9.74752,8.256418,1.491102,1.44761471574298,0.189359603839573,0.721780084639896,0.84,0.84,2.73296656412394
11130,1426824_at,-0.0346548949255369,7.914332,8.761366,-0.847034000000002,-5.31836705137269,0.000943126359184446,0.694588994363879,0,1,2.71464162126125
6717,1422411_s_at,0.0310801371890134,10.12252,9.211742,0.910777999999999,3.11198540740838,0.0205617176051675,0.694588994363879,1,1,2.69528689339062
8268,1423962_at,-0.0313514390622764,9.569268,10.45264,-0.883372000000001,-4.30217218958205,0.00623618913063646,0.694588994363879,0,1,2.68863714550149
18743,1434437_x_at,0.0500655710125028,8.587248,7.662768,0.924479999999999,2.83632705395808,0.0219410989812241,0.694588994363879,0.88,0.88,2.68479506546489
40375,1456080_a_at,-0.040965090998725,11.45844,12.21436,-0.755919999999998,-3.70153247443514,0.0142754341310134,0.694588994363879,0.04,0.96,2.67650786666036
34141,1449846_at,0.0297017766237312,10.833,9.959024,0.873976000000001,3.03300812726392,0.0231966129418228,0.694588994363879,1,1,2.6657431593565
25360,1441054_at,0.0582536343332287,6.47427,5.675666,0.798604,1.99454078755043,0.0939449636700137,0.694755635444641,0.84,0.84,2.65571113128715
6832,1422526_at,-0.0314210961861594,8.534996,9.269248,-0.734252,-4.59210251644263,0.0033878338504233,0.694588994363879,0,1,2.6358169738203
3782,1419451_at,-0.0307552073725611,8.16103,8.908802,-0.747771999999999,-5.62552406663967,0.000552197030385834,0.694588994363879,0,1,2.63280382224254
18968,1434662_at,-0.032656356985446,10.451336,11.35674,-0.905404000000001,-3.68456863285215,0.0133281155412161,0.694588994363879,0.04,0.96,2.63199879329779
22315,1438009_at,0.0432955672582547,10.74226,9.999456,0.742804,3.05619232457268,0.0158194190265112,0.694588994363879,0.92,0.92,2.61935678747473
33605,1449305_at,0.026656297063839,7.579964,6.738872,0.841092000000001,3.0593598245531,0.0206820372922916,0.694588994363879,1,1,2.61788849846488
36506,1452211_at,-0.0293386422282039,9.368596,10.099922,-0.731325999999999,-4.13899612115966,0.00347577932647913,0.694588994363879,0,1,2.61013099453125
29258,1444952_a_at,0.0322549269909011,9.170908,8.54012,0.630788000000003,5.36450744412895,0.000706303783112012,0.694588994363879,1,1,2.60846042962756
1668,1417337_at,-0.032504144518005,7.87885,8.718124,-0.839274,-3.68734147159712,0.0100697992235076,0.694588994363879,0.04,0.96,2.60640878800656
18456,1434150_a_at,0.0322688336385634,6.890884,6.281052,0.609832,3.05203951518402,0.0316863502825534,0.694588994363879,1,1,2.60108625976768
845,1416514_a_at,0.028850918078009,4.694006,4.009304,0.684702,4.01690815298135,0.0124535529275171,0.694588994363879,1,1,2.5875892670558
1621,1417290_at,0.0324417456473958,8.684126,7.674014,1.010112,2.75802203280372,0.0251405791414277,0.694588994363879,0.92,0.92,2.58712760998437
40200,1455905_at,0.0306170903954739,6.8118,6.201796,0.610004,5.48586721807992,0.000919378821999672,0.694588994363879,1,1,2.58160963399081
33689,1449389_at,0.0325156536651066,9.3341,8.788012,0.546088000000003,4.29697635753852,0.00442591467608109,0.694588994363879,1,1,2.5810747522054
9949,1425643_at,-0.0291293485667514,10.50123,11.35428,-0.853049999999998,-3.47707763199295,0.0182128120516789,0.694588994363879,0.04,0.96,2.57144401780151
640,1416309_at,-0.0271503874412199,10.7947,11.4439,-0.649199999999999,-5.14871384833363,0.000943113982234265,0.694588994363879,0,1,2.5547022369559
10324,1426018_a_at,-0.0293363766537577,5.666032,6.446922,-0.780890000000001,-4.09603533307013,0.00377800777563232,0.694588994363879,0.04,0.96,2.54793425472663
6718,1422412_x_at,0.0242783452672043,7.983938,7.26478,0.719158,3.07770971282037,0.0155115575738182,0.694588994363879,1,1,2.5458953568184
32682,1448382_at,0.0227817248291802,5.530516,4.769802,0.760714,2.79195277921254,0.0304008629166634,0.694588994363879,1,1,2.54314108348294
13,1415682_at,-0.030913779316476,9.822666,10.7557,-0.933034000000001,-3.45038789764032,0.0152733022429846,0.694588994363879,0.08,0.92,2.54132537449475
18365,1434059_at,-0.0292120591166478,10.097124,10.85626,-0.759136,-4.72744589529451,0.00230128334387795,0.694588994363879,0.04,0.96,2.53863795746985
3642,1419311_at,-0.0270251457199186,11.56546,12.39308,-0.82762,-3.62112050445536,0.0177937888169558,0.694588994363879,0.04,0.96,2.53740522406992
2923,1418592_at,-0.0261506726018931,7.121492,7.704968,-0.583476,-4.29236264226887,0.0092991335005547,0.694588994363879,0,1,2.51923316443417
1133,1416802_a_at,0.0415313469395175,5.803386,5.092342,0.711044,2.63108133601694,0.0400549196240504,0.694588994363879,0.88,0.88,2.50706251098386
28346,1444040_at,0.0249695664722888,6.63114,6.053782,0.577357999999999,3.50463495822596,0.0112654592029952,0.694588994363879,1,1,2.50306096087888
8269,1423963_at,-0.0275632929013503,10.86306,11.56896,-0.705899999999998,-3.82039700939066,0.00516531724400954,0.694588994363879,0.04,0.96,2.49998365399475
924,1416593_at,-0.0264893625238868,10.026812,10.75558,-0.728767999999999,-3.92055212852682,0.00482468928078214,0.694588994363879,0.04,0.96,2.49550660322771
7414,1423108_at,0.0243210309641007,8.138688,7.56884,0.569848,5.78440668496688,0.000477295537710382,0.694588994363879,1,1,2.49268778939797
7322,1423016_a_at,-0.0256473817548068,11.27028,12.01618,-0.745900000000002,-3.93574446281926,0.00948865782511923,0.694588994363879,0.04,0.96,2.49170983077561
20861,1436555_at,0.025473087985789,6.648564,5.452408,1.196156,2.05463270808734,0.10313200778079,0.694755635444641,0.88,0.88,2.49096406032773
35311,1451016_at,-0.0228883021606562,8.91223,9.52024,-0.608010000000002,-4.76370554849278,0.00163058932414729,0.694588994363879,0,1,2.48946834021732
7986,1423680_at,0.0250775286263755,7.227088,6.69664,0.530448,4.78648417727317,0.00296162938596056,0.694588994363879,1,1,2.48746273238368
