IndiceGene,ProbeSetID,F_ANOVA_7grupos,P_ANOVA_7grupos,FDR_ANOVA_7grupos
37622,1453327_at,4.07055158736885,0.00466116717780263,0.0149977385236553
36805,1452510_at,4.07034681056161,0.00466248153087923,0.0150008973836627
14500,1430194_at,4.07003925943583,0.00466445627306233,0.015006180353191
41385,1457090_at,4.06924317616449,0.00466957191522022,0.0150215665441046
11700,1427394_at,4.06916343186454,0.00467008467966423,0.0150221445786703
1332,1417001_a_at,4.06895377274406,0.00467143309418305,0.0150254103537833
20276,1435970_at,4.06794261263929,0.00467794210844685,0.0150452732677074
40397,1456102_a_at,4.06759080835761,0.00468020897990984,0.0150514906733395
21909,1437603_at,4.06715209411843,0.00468303748662802,0.0150595132751808
9907,1425601_a_at,4.06708359719501,0.0046834792673518,0.0150598601480703
10881,1426575_at,4.06669347805278,0.00468599623617283,0.0150667181188433
31804,1447498_at,4.0666494840515,0.00468628016609685,0.0150667181188433
2226,1417895_a_at,4.06589418687995,0.00469115756281724,0.0150813242027671
44353,1460060_at,4.06567543508774,0.00469257117257971,0.0150847934750191
16792,1432486_a_at,4.06525234471061,0.00469530652847494,0.0150923828836615
35198,1450903_at,4.06520675835053,0.00469560135304181,0.0150923828836615
11546,1427240_at,4.06498727820643,0.00469702108949654,0.0150958703169232
11496,1427190_at,4.06449508920219,0.00470020652821235,0.0151050316822649
32982,1448682_at,4.06409386515759,0.00470280493154618,0.0151123053236668
16354,1432048_at,4.0632178585033,0.00470848339183194,0.0151294748828023
40922,1456627_at,4.06279067377267,0.00471125512013149,0.015137302641095
29749,1445443_at,4.06263565491338,0.00471226136442715,0.0151394571731749
20001,1435695_a_at,4.06228744674224,0.00471452244932991,0.0151447916955837
17194,1432888_at,4.06227652837331,0.00471459336613367,0.0151447916955837
28100,1443794_x_at,4.06207599829847,0.00471589604606559,0.0151478974128342
5109,1420803_at,4.06118408886408,0.00472169466019057,0.0151654430187477
19844,1435538_at,4.0606261724906,0.00472532569747608,0.0151760246586818
43326,1459031_at,4.06016062334865,0.00472835784672676,0.015184681518458
7863,1423557_at,4.05999286376727,0.00472945097850819,0.0151871106145744
9095,1424789_at,4.05988748765033,0.00473013775227971,0.0151882345696687
40186,1455891_at,4.05979798087326,0.00473072118263507,0.0151890265578433
20720,1436414_at,4.05947711929065,0.00473281327340869,0.0151946619763671
12925,1428619_at,4.05936236138238,0.00473356175841133,0.0151952196651599
40095,1455800_x_at,4.05934717585158,0.00473366081229898,0.0151952196651599
42986,1458691_at,4.05913949983373,0.00473501568451085,0.0151984871103212
27733,1443427_at,4.05878604640013,0.00473732254616188,0.0152048095754659
7119,1422813_at,4.05863813289118,0.00473828827599498,0.0152068269789831
43812,1459517_at,4.05847295634695,0.00473936696224719,0.0152092065863321
39943,1455648_at,4.05823762009994,0.00474090427484541,0.0152130575382286
42113,1457818_at,4.05773884559671,0.00474416421522306,0.0152214943410117
22676,1438370_x_at,4.05770323791752,0.00474439703399021,0.0152214943410117
41175,1456880_at,4.05768046154772,0.00474454596230556,0.0152214943410117
25037,1440731_at,4.05747501106761,0.00474588956874211,0.0152247219176213
35744,1451449_at,4.05712087675294,0.00474820648221497,0.0152310711631847
13801,1429495_at,4.05677654571797,0.00475046040359328,0.0152372174569704
17030,1432724_at,4.05650754484284,0.00475222201522763,0.0152417838933851
15974,1431668_at,4.0563326952849,0.00475336742616228,0.0152443734827096
13131,1428825_at,4.05626539574655,0.00475380837217487,0.0152447035973734
14001,1429695_at,4.05591561407027,0.00475610083470313,0.0152509707604654
10292,1425986_a_at,4.05557135108942,0.00475835826800541,0.0152571247152931
44726,1460434_at,4.05483801476297,0.0047631707431125,0.0152714696584287
16942,1432636_at,4.05475904453829,0.00476368928693527,0.0152720465261635
34151,1449856_at,4.05444381304335,0.00476575979214844,0.015277598435261
16954,1432648_at,4.05425218607132,0.0047670189019754,0.0152805486494664
28887,1444581_at,4.05414166548618,0.00476774525154144,0.0152817908172675
26013,1441707_at,4.05398183449521,0.00476879587955603,0.0152840721264821
1968,1417637_a_at,4.05364253955425,0.00477102700087328,0.0152898617306902
39404,1455109_at,4.05360402600197,0.00477128032632834,0.0152898617306902
7735,1423429_at,4.05348304818181,0.00477207615840258,0.0152913255289602
18473,1434167_at,4.05326990639809,0.00477347861660227,0.0152939860179158
21986,1437680_x_at,4.05320905822612,0.00477387907324078,0.0152939860179158
21429,1437123_at,4.05320226968678,0.00477392375247154,0.0152939860179158
44691,1460399_at,4.05282374019108,0.00477641576899035,0.0153008827045411
28020,1443714_at,4.05276324753568,0.00477681414451958,0.0153010720690325
15176,1430870_at,4.05233832789769,0.00477961345007116,0.0153089515099538
17195,1432889_at,4.05219679860236,0.0047805462080206,0.0153108517630974
2579,1418248_at,4.05211534268904,0.00478108313563863,0.0153114840943292
2896,1418565_at,4.051143269467,0.00478749560487857,0.0153309315021037
2023,1417692_at,4.04937602067883,0.00479917688377596,0.0153659999684243
39642,1455347_at,4.04932823132972,0.00479949318271378,0.0153659999684243
18246,1433940_at,4.04927640501942,0.00479983622559832,0.0153659999684243
24491,1440185_x_at,4.0492751782432,0.0047998443460513,0.0153659999684243
21983,1437677_at,4.04922897581279,0.00480015018636237,0.0153659999684243
42726,1458431_at,4.04915540244696,0.00480063725303392,0.0153664684704814
7393,1423087_a_at,4.04878627766254,0.00480308170225241,0.0153723747415126
11975,1427669_a_at,4.04877383600121,0.00480316411736759,0.0153723747415126
6622,1422316_at,4.04785125189095,0.00480927959307842,0.015389836981043
16199,1431893_a_at,4.04784776384496,0.0048093027296694,0.015389836981043
38389,1454094_at,4.0476828366032,0.00481039684432327,0.0153922460500762
8026,1423720_a_at,4.04742975792692,0.00481207626005575,0.0153960213363563
20202,1435896_at,4.04740216011446,0.00481225943501506,0.0153960213363563
44812,1460520_at,4.04674823198479,0.00481660190741151,0.0154088212956566
8959,1424653_at,4.04629288168505,0.00481962814882775,0.0154174089751245
34868,1450573_at,4.04612992810864,0.00482071162017661,0.0154187779371048
328,1415997_at,4.0461104695812,0.00482084101628377,0.0154187779371048
21213,1436907_at,4.04607427474949,0.00482108171590545,0.0154187779371048
41193,1456898_at,4.04573202107975,0.00482335836809955,0.0154249653094844
7858,1423552_at,4.04551728777288,0.00482478734165692,0.0154284411440775
18886,1434580_at,4.04533663440292,0.00482598987169536,0.0154292341248261
9664,1425358_at,4.04531201001542,0.00482615380992657,0.0154292341248261
14689,1430383_at,4.04524641724804,0.00482659052612888,0.0154292341248261
20833,1436527_at,4.04523631148146,0.00482665781396507,0.0154292341248261
33556,1449256_a_at,4.04522309087176,0.00482674584304499,0.0154292341248261
27045,1442739_at,4.04501302108289,0.00482814481472393,0.0154323925497182
28045,1443739_at,4.04497197025904,0.00482841824502944,0.0154323925497182
5952,1421646_a_at,4.04491628640388,0.00482878916880369,0.0154324844318463
17608,1433302_at,4.04486343826177,0.00482914123103451,0.0154325160250044
13831,1429525_s_at,4.04393856545703,0.00483530691260858,0.0154511249160805
13075,1428769_at,4.0434774694339,0.00483838392291025,0.0154598620833989
11607,1427301_at,4.04341930252335,0.00483877223227269,0.0154600075409274
32604,1448304_a_at,4.04305910768916,0.00484117754597113,0.0154665969045012
13691,1429385_at,4.04221304005263,0.00484683239532102,0.0154835662176918
36630,1452335_at,4.04161158313421,0.00485085658569018,0.0154953242348051
32735,1448435_at,4.04141265376537,0.00485218834630174,0.015498480637858
3295,1418964_at,4.04129778607938,0.00485295752001791,0.0154998397500409
24753,1440447_at,4.04108786593128,0.00485436351402768,0.0155032324632603
30210,1445904_at,4.04100575297007,0.00485491360368118,0.015503877850719
36073,1451778_at,4.04095507827409,0.00485525311553081,0.015503877850719
6148,1421842_a_at,4.04069558166197,0.00485699209173263,0.0155076556492645
28514,1444208_at,4.04067592107527,0.00485712387090109,0.0155076556492645
27538,1443232_at,4.04057428545002,0.00485780516501877,0.0155079401834475
38721,1454426_at,4.04056003657002,0.00485790068760661,0.0155079401834475
21716,1437410_at,4.04036005754816,0.00485924152955808,0.0155111226714275
17339,1433033_at,4.03994495369089,0.00486202601265362,0.0155189126112308
15180,1430874_at,4.03975880513627,0.00486327522931551,0.0155218014377863
13341,1429035_at,4.03952476768251,0.00486484630262618,0.0155257170318952
45032,1460741_x_at,4.03924751660067,0.00486670815892565,0.0155305600138474
12569,1428263_a_at,4.03907831406461,0.00486784479406743,0.0155330881602685
11338,1427032_at,4.03899673078574,0.00486839293816443,0.0155337382316345
10698,1426392_a_at,4.03877894320488,0.0048698565349673,0.0155373089688427
29893,1445587_at,4.03869492834965,0.00487042126378168,0.0155380115595825
13369,1429063_s_at,4.03823406073092,0.00487352034196364,0.0155467987652357
35447,1451152_a_at,4.03772128265283,0.00487697093685091,0.0155567060062885
30459,1446153_at,4.03746888749883,0.00487867030601419,0.0155610261295294
3195,1418864_at,4.03731708733998,0.00487969267317334,0.0155631864261927
10356,1426050_at,4.03715061476206,0.00488081411853147,0.0155656623928644
18141,1433835_at,4.03700555388186,0.00488179154554313,0.0155669863698901
23772,1439466_s_at,4.03698655365386,0.00488191958528028,0.0155669863698901
9346,1425040_at,4.0368989479693,0.00488250999295747,0.0155677683416313
43045,1458750_at,4.03684281797623,0.00488288831373807,0.0155678740165347
12241,1427935_at,4.03678511944023,0.00488327723889492,0.015568013483523
10033,1425727_at,4.03589060018971,0.00488931105961188,0.0155860400842905
449,1416118_at,4.03584440540356,0.00488962287205663,0.0155860400842905
33590,1449290_at,4.03570654300615,0.00489055356105306,0.0155879050287671
29479,1445173_at,4.03542716325055,0.00489244018689938,0.0155928163995017
5462,1421156_a_at,4.03494815849282,0.00489567665086754,0.015602028874419
20628,1436322_a_at,4.03436686901911,0.00489960725313776,0.0156134384676823
6094,1421788_x_at,4.03424831242809,0.00490040932616109,0.0156134384676823
14817,1430511_at,4.03422208165515,0.0049005868044103,0.0156134384676823
