IndiceGene,ProbeSetID,F_ANOVA_7grupos,P_ANOVA_7grupos,FDR_ANOVA_7grupos
28745,1444439_at,2.38570236615252,0.0547829780146537,0.105228581407108
1434,1417103_at,2.38560636034522,0.0547910554132112,0.105236004885145
43007,1458712_at,2.38560096447633,0.0547915094280164,0.105236004885145
24556,1440250_at,2.38555434586797,0.0547954321333842,0.105239057388228
30579,1446273_at,2.38547827394598,0.0548018337942106,0.105246870462983
19602,1435296_at,2.38507251507768,0.0548359924519184,0.105307987889034
21079,1436773_x_at,2.38500035682356,0.0548420693499125,0.105315173709887
44521,1460228_at,2.38444868153951,0.0548885521676409,0.105399948538033
23512,1439206_at,2.38434703701781,0.0548971208871208,0.105410101051045
10331,1426025_s_at,2.38432776948044,0.0548987453112706,0.105410101051045
32301,1447995_x_at,2.38430279637038,0.0549008508389844,0.105410101051045
44400,1460107_at,2.38424058131758,0.0549060966612377,0.105415685390936
20765,1436459_at,2.38408015048682,0.0549196261672921,0.105431781670136
22843,1438537_at,2.38407271452,0.0549202533424681,0.105431781670136
8358,1424052_at,2.38405801105992,0.0549214935047598,0.105431781670136
9414,1425108_a_at,2.38398879689375,0.0549273317537946,0.105438501358923
18926,1434620_s_at,2.3835098909269,0.0549677451184618,0.105511588039996
17708,1433402_at,2.38339534527437,0.0549774157751273,0.105525659823553
23085,1438779_at,2.3833653458167,0.0549799488037925,0.10552603076857
26845,1442539_at,2.38314048227413,0.0549989391446839,0.105557987759666
27240,1442934_at,2.38298662910711,0.0550119363339693,0.105578440025462
41797,1457502_at,2.38280900877528,0.0550269452332862,0.1056027512432
2400,1418069_at,2.38262331254733,0.0550426410270534,0.105627226578755
21324,1437018_at,2.38260270967647,0.0550443827471779,0.105627226578755
35895,1451600_s_at,2.38226173795386,0.0550732159201864,0.105673668660208
10015,1425709_at,2.38226109031496,0.0550732707003878,0.105673668660208
16109,1431803_at,2.38214176078475,0.0550833650789254,0.105688541156497
4080,1419749_at,2.3820986409508,0.055087013157587,0.105691044387643
19016,1434710_at,2.38194353353288,0.0551001377962941,0.105711728549883
20285,1435979_a_at,2.3817254491884,0.0551185967331902,0.10574264457287
24350,1440044_at,2.38143742374024,0.0551429852752773,0.105782992346896
24177,1439871_at,2.38141433241202,0.0551449410107012,0.105782992346896
16893,1432587_at,2.38139398378723,0.0551466645098825,0.105782992346896
9220,1424914_at,2.38119529007585,0.0551634964788037,0.105810779342939
1128,1416797_at,2.38114355527525,0.0551678799592198,0.105814687166827
12173,1427867_at,2.38072217770383,0.0552035964869214,0.105878690417038
31942,1447636_x_at,2.38066312697888,0.0552086035960246,0.105883791069243
2708,1418377_a_at,2.38059008970752,0.0552147973144002,0.105887754511451
24372,1440066_at,2.38058338707205,0.0552153657479948,0.105887754511451
4671,1420365_a_at,2.3804335388504,0.0552280755614347,0.10590762514972
22529,1438223_at,2.3803807813696,0.0552325510535742,0.105911704297077
27278,1442972_at,2.38019506319589,0.0552483087441384,0.105937416464835
20126,1435820_x_at,2.38005043592398,0.0552605831684868,0.105954834061538
29784,1445478_at,2.38003267288341,0.0552620908988618,0.105954834061538
31118,1446812_at,2.37994386167573,0.0552696298431851,0.105961020817745
35780,1451485_at,2.37993930691828,0.0552700165126595,0.105961020817745
7510,1423204_at,2.37972518084387,0.0552881975578415,0.105991371166208
35102,1450807_at,2.37968729785271,0.0552914147691348,0.105993033429793
38038,1453743_x_at,2.37960122932426,0.0552987248472077,0.106002541199163
20747,1436441_at,2.37951959403487,0.0553056593100639,0.106011328171329
41810,1457515_at,2.37947560758444,0.0553093960828568,0.106013985241518
7694,1423388_at,2.37919628065412,0.0553331317237188,0.106054973178847
15157,1430851_at,2.37906031455203,0.055344689135141,0.106072617061193
22128,1437822_at,2.37888304664587,0.0553597609994534,0.106094594252868
25403,1441097_at,2.37887011373055,0.0553608607602272,0.106094594252868
7555,1423249_at,2.37878007410589,0.0553685179713381,0.106104760103052
37264,1452969_at,2.37866044407258,0.0553786933070575,0.106119750460639
20328,1436022_at,2.37849075963283,0.0553931293880708,0.106142903876084
35602,1451307_at,2.37843490140553,0.0553978824277126,0.106147501715195
7936,1423630_at,2.37807744428127,0.0554283087421866,0.106201289459253
8666,1424360_at,2.37785813353328,0.0554469846707655,0.106232559712668
10372,1426066_a_at,2.37754006898959,0.0554740816576018,0.106279960784992
2641,1418310_a_at,2.37734527810313,0.0554906832387572,0.106307251072602
14074,1429768_at,2.37718610387616,0.0555042530686952,0.106328731157933
22629,1438323_at,2.37712756275158,0.0555092446372449,0.106333776859683
7982,1423676_at,2.37700315273552,0.0555198541095019,0.106349583359212
38522,1454227_at,2.3767507838662,0.0555413820678605,0.106386302244227
3750,1419419_at,2.37660364644704,0.0555539373529543,0.106405832104115
19413,1435107_at,2.37645738258394,0.0555664209759871,0.106425223052403
43288,1458993_at,2.3763083474456,0.0555791440803712,0.106445071008061
34928,1450633_at,2.37622628483488,0.0555861510242001,0.106449713106931
38004,1453709_at,2.37621060015141,0.0555874903691168,0.106449713106931
32838,1448538_a_at,2.37618284143446,0.0555898608196375,0.106449713106931
22506,1438200_at,2.37616939738367,0.0555910089090604,0.106449713106931
5028,1420722_at,2.37614110884709,0.0555934247609191,0.106449819569594
35609,1451314_a_at,2.3760356164671,0.0556024347980193,0.106462551977307
5247,1420941_at,2.37588007664305,0.0556157220815908,0.106476073905581
29025,1444719_at,2.37587690536348,0.055615993027943,0.106476073905581
30377,1446071_at,2.37587004185009,0.0556165794343293,0.106476073905581
13950,1429644_at,2.37583868734573,0.0556192583879334,0.1064766829048
18651,1434345_at,2.37575173453407,0.0556266883957355,0.106484093510793
36149,1451854_a_at,2.37573812474455,0.0556278514269706,0.106484093510793
23486,1439180_at,2.3755239768182,0.0556461548196263,0.106511090068019
7279,1422973_a_at,2.37550127607321,0.0556480954315085,0.106511090068019
42080,1457785_at,2.3754902339824,0.0556490394085011,0.106511090068019
15441,1431135_at,2.37536821189541,0.0556594720424493,0.106526537177446
39390,1455095_at,2.37530885848684,0.055664547358626,0.106531730052677
21862,1437556_at,2.37518515077826,0.0556751271400127,0.106547456576642
40049,1455754_at,2.37492421976367,0.0556974493373519,0.106585652688557
40685,1456390_at,2.37478834212763,0.0557090770604672,0.106603380903056
25733,1441427_at,2.37442403304318,0.0557402650555217,0.106658536031781
35152,1450857_a_at,2.37424626709461,0.0557554898373052,0.106683142299958
29352,1445046_at,2.37421398809943,0.055758254831422,0.10668373275065
3349,1419018_at,2.3741874367633,0.0557605293038088,0.10668373275065
9066,1424760_a_at,2.37411976148766,0.0557663270138027,0.106690299255515
44268,1459975_at,2.37394192491851,0.055781565132014,0.10671492551512
16269,1431963_at,2.37376488383719,0.0557967393202208,0.106739427387228
27132,1442826_at,2.37360612682488,0.0558103499732321,0.106760936257486
36152,1451857_a_at,2.37341124501426,0.055827062344469,0.106788376401641
12566,1428260_at,2.37338047582519,0.0558297014687847,0.106788895455433
2709,1418378_at,2.37329317015374,0.0558371905158873,0.106798690816668
25093,1440787_s_at,2.37253053735289,0.0559026525891738,0.106919364506354
8872,1424566_s_at,2.37229056512097,0.0559232673121282,0.106954256595891
36066,1451771_at,2.37215662643041,0.0559347766463155,0.106967381226198
35966,1451671_at,2.37215550223361,0.0559348732586562,0.106967381226198
24796,1440490_at,2.37195566595304,0.0559520497003091,0.106995691903059
2447,1418116_at,2.37165577983462,0.0559778358093712,0.107040463530842
26507,1442201_at,2.37138281416624,0.0560013176984721,0.10707648660492
4836,1420530_at,2.37135652139983,0.0560035800674721,0.10707648660492
4251,1419932_s_at,2.37135400185295,0.0560037968675519,0.10707648660492
6650,1422344_s_at,2.37131121047263,0.0560074790792821,0.10707898745039
24464,1440158_x_at,2.3711282531902,0.0560232254048552,0.10710455211667
10969,1426663_s_at,2.37102235630753,0.056032341551563,0.107111545535958
10386,1426080_a_at,2.37100538487642,0.0560338026804872,0.107111545535958
38748,1454453_at,2.37098919395273,0.0560351966491762,0.107111545535958
33196,1448896_at,2.37097541296784,0.0560363831604828,0.107111545535958
35000,1450705_at,2.37083969159373,0.0560480698339072,0.107129343854003
16388,1432082_at,2.37079946251304,0.0560515343519792,0.107131425639217
34337,1450042_at,2.37072267830062,0.0560581475968117,0.107139525161616
9140,1424834_s_at,2.37066165559581,0.0560634039091449,0.107145030709197
20150,1435844_at,2.37047124568876,0.0560798084878804,0.10717184078864
41441,1457146_at,2.37039319855133,0.0560865339814308,0.107179528729358
11804,1427498_a_at,2.37036940807022,0.0560885842236382,0.107179528729358
44370,1460077_at,2.37028926590006,0.0560954913678358,0.107186991550564
17640,1433334_at,2.37026894573166,0.0560972428229867,0.107186991550564
9478,1425172_at,2.37019459399217,0.0561036518952657,0.107194696213869
13436,1429130_at,2.36984220721051,0.0561340376007018,0.107248209346321
38773,1454478_at,2.36974953098717,0.0561420317078393,0.107258938961124
42854,1458559_at,2.36971919518302,0.0561446486802252,0.107259395125671
1688,1417357_at,2.36952914316897,0.0561610466974479,0.107286177606065
25468,1441162_at,2.36946349465643,0.056166712103435,0.107292455848243
29315,1445009_at,2.36922403080921,0.0561873825689972,0.10732191730554
9597,1425291_at,2.36920392328945,0.0561891185997404,0.10732191730554
14624,1430318_at,2.36920212682735,0.0561892737042573,0.10732191730554
14625,1430319_at,2.36909271058839,0.0561987214050661,0.107335416875154
24911,1440605_at,2.36897222588093,0.0562091267086547,0.107344408963287
39347,1455052_a_at,2.36895767427793,0.0562103835479811,0.107344408963287
38979,1454684_at,2.36895551842244,0.0562105697542393,0.107344408963287
16674,1432368_at,2.3689199460153,0.0562136423169837,0.107345731312485
35777,1451482_at,2.36884169637019,0.0562204017261608,0.107354093664066
5556,1421250_at,2.3686495695204,0.0562370016738459,0.107381245236754
34795,1450500_at,2.36856842964083,0.0562440137447201,0.107390087799019
40610,1456315_a_at,2.36813660595539,0.0562813467980324,0.107456820842353
1173,1416842_at,2.3677389084624,0.0563157519171993,0.107517958227897
27953,1443647_at,2.36758047552196,0.0563294640663551,0.107535187976096
7276,1422970_at,2.36755451897529,0.0563317108947301,0.107535187976096
30285,1445979_at,2.3675519939102,0.0563319294721456,0.107535187976096
40207,1455912_x_at,2.36722487671115,0.0563602530830019,0.107584702852519
9197,1424891_a_at,2.36701857447653,0.0563781233587854,0.107614260267673
6174,1421868_a_at,2.36691413812423,0.0563871720358256,0.107624310620738
4789,1420483_at,2.36686802814502,0.0563911676147069,0.107624310620738
36271,1451976_s_at,2.36686343647929,0.0563915655132541,0.107624310620738
24070,1439764_s_at,2.36684764666401,0.0563929338282804,0.107624310620738
38951,1454656_at,2.36641485383947,0.056430452048867,0.1076899955634
8436,1424130_a_at,2.36639554043993,0.0564321268961971,0.1076899955634
10218,1425912_at,2.36631339815255,0.0564392507980085,0.107698515505185
22742,1438436_at,2.36626340962509,0.0564435865714361,0.107698515505185
10031,1425725_s_at,2.36626146355783,0.0564437553711906,0.107698515505185
25595,1441289_at,2.36609308889986,0.0564583619609117,0.107721828530294
15265,1430959_at,2.36601015041323,0.0564655583393903,0.107731001593335
30878,1446572_at,2.36578725145407,0.0564849034104782,0.107763351468527
26809,1442503_at,2.3657241169223,0.0564903839951177,0.107769248701993
20401,1436095_at,2.36568173744785,0.0564940631791284,0.107771708968863
29989,1445683_at,2.36554281102485,0.0565061258279935,0.107790161188019
14709,1430403_at,2.36537905136373,0.0565203480706884,0.107812731277961
38227,1453932_at,2.3652937537499,0.0565277574708638,0.107822304491158
13582,1429276_at,2.36513190775442,0.056541818998042,0.107844564773352
6798,1422492_at,2.36489716910562,0.0565622199535072,0.107878914116934
40202,1455907_x_at,2.36467139789268,0.0565818486593961,0.107911787736275
3571,1419240_at,2.36448386002578,0.0565981586291189,0.107938329414854
42745,1458450_at,2.36440933523903,0.0566046413060379,0.107946128014529
29897,1445591_at,2.36430948723935,0.0566133279601005,0.107953590913666
40347,1456052_at,2.36430932721003,0.0566133418835509,0.107953590913666
28431,1444125_at,2.36422639866468,0.0566205576040831,0.107962785629804
10768,1426462_at,2.36397374460121,0.0566425471619254,0.108000148793016
10258,1425952_a_at,2.3639151224329,0.0566476505469805,0.108005313351062
20267,1435961_at,2.36387076607569,0.0566515123265712,0.108007564390358
19097,1434791_at,2.36384654971248,0.0566536207796433,0.108007564390358
35130,1450835_a_at,2.36370804692498,0.0566656813841393,0.108025991043455
15952,1431646_a_at,2.36363505313464,0.0566720386250599,0.108033543853452
968,1416637_at,2.36360065497769,0.0566750347132006,0.10803468895182
4150,1419819_s_at,2.36338516336348,0.0566938077740022,0.108065906953014
3210,1418879_at,2.36315715801262,0.0567136779235943,0.108099213423718
32241,1447935_at,2.36299684392387,0.0567276531977824,0.108116953689418
25678,1441372_at,2.3629746166051,0.0567295911275441,0.108116953689418
1846,1417515_at,2.36296789799395,0.0567301769153695,0.108116953689418
39714,1455419_at,2.36293291237026,0.0567332273708486,0.108117636546855
14685,1430379_at,2.36290880207581,0.0567353296856923,0.108117636546855
15992,1431686_a_at,2.36286596559492,0.0567390650406672,0.108120186428897
35673,1451378_at,2.3627877790456,0.0567458835815863,0.108125173731745
31439,1447133_at,2.36278097413933,0.0567464770677016,0.108125173731745
7330,1423024_at,2.36274618902271,0.0567495109314716,0.108126386401939
10200,1425894_at,2.36270076438111,0.056753472995599,0.108129367420349
31964,1447658_x_at,2.36246908781633,0.0567736848743563,0.108163306784875
7083,1422777_at,2.3623895834201,0.0567806226769757,0.108171955028904
28651,1444345_at,2.36230064283221,0.0567883849388279,0.108182173141545
44116,1459821_x_at,2.36226552844327,0.0567914498349051,0.108183442262378
17754,1433448_at,2.36214553019901,0.0568019249421149,0.108198826574918
23372,1439066_at,2.36197264322502,0.0568170203840472,0.108220624413476
24799,1440493_at,2.3619595090717,0.0568181673463273,0.108220624413476
30146,1445840_at,2.36187365607036,0.056825665189024,0.108230334699754
40055,1455760_at,2.36170701109689,0.0568402217655982,0.10824894593258
6904,1422598_at,2.36170683452258,0.0568402371915335,0.10824894593258
40702,1456407_a_at,2.36159118044945,0.0568503419152301,0.108263618237503
16842,1432536_at,2.36155080890958,0.0568538696187801,0.108265764806477
10616,1426310_at,2.36134079830457,0.0568722241568944,0.108296144466966
40133,1455838_at,2.36124754293542,0.056880376446402,0.108302977481832
18751,1434445_at,2.36124481162553,0.0568806152327479,0.108302977481832
14291,1429985_at,2.36106764022407,0.056896106735244,0.108327900619142
11152,1426846_at,2.36102973632754,0.0568994215341776,0.108329638676725
42585,1458290_at,2.3609091446316,0.056909968920087,0.108345145979943
19634,1435328_at,2.36073118621473,0.0569255374596156,0.108370210838129
18287,1433981_s_at,2.36062578354775,0.0569347605753912,0.108379964676477
19564,1435258_at,2.36061770968027,0.0569354671311004,0.108379964676477
11224,1426918_at,2.3605739139585,0.0569392999137032,0.108382686140286
33140,1448840_at,2.3604555357196,0.0569496611058894,0.10839783353183
27852,1443546_at,2.36031134775344,0.0569622839289265,0.10841728424538
11953,1427647_at,2.36026135094296,0.0569666615287541,0.108421040705926
19291,1434985_a_at,2.36002143060142,0.0569876731609956,0.108456454014434
16308,1432002_at,2.35971901111521,0.0570141696061297,0.108502302350566
27728,1443422_at,2.35968195765847,0.0570174169063264,0.108503903792921
21343,1437037_x_at,2.35954683680432,0.0570292602644109,0.108521529506855
9494,1425188_s_at,2.35951249106721,0.057032271073119,0.108521529506855
44438,1460145_at,2.35949393771167,0.0570338975610513,0.108521529506855
43914,1459619_at,2.3594495652764,0.057037787682152,0.108524352946875
7637,1423331_a_at,2.3594130078247,0.0570409928693214,0.108525872997227
33019,1448719_at,2.35919983271225,0.0570596867396063,0.108556860357841
32908,1448608_at,2.35898756020786,0.0570783076832664,0.108587706366179
19911,1435605_at,2.35879768919185,0.0570949687912796,0.108614821471887
15038,1430732_at,2.35838088966601,0.0571315602313958,0.108672762492045
40059,1455764_at,2.358372818228,0.0571322690713916,0.108672762492045
2170,1417839_at,2.35835879389569,0.0571335007206065,0.108672762492045
23040,1438734_at,2.35831625837769,0.0571372364539802,0.108672762492045
28755,1444449_at,2.35831355321565,0.0571374740465593,0.108672762492045
44668,1460376_a_at,2.357926267121,0.0571714995542039,0.108732892021344
20406,1436100_at,2.35780741043385,0.0571819460127302,0.108748174029945
11107,1426801_at,2.35775258532218,0.0571867653161479,0.108750613184864
20959,1436653_at,2.35771055577134,0.0571904601299105,0.108750613184864
27172,1442866_at,2.35771053024785,0.0571904623737526,0.108750613184864
15257,1430951_at,2.35767015385709,0.0571940120884055,0.108752777907971
15135,1430829_s_at,2.35760793784772,0.0571994822872997,0.108758594040451
16859,1432553_at,2.35735892973662,0.0572213811061518,0.108792731032109
16485,1432179_x_at,2.35734893364682,0.0572222603832219,0.108792731032109
3790,1419459_a_at,2.35728300936725,0.0572280595674439,0.108797894741759
37148,1452853_at,2.35724395046669,0.0572314957589529,0.108797894741759
37966,1453671_at,2.35723579436281,0.0572322133156299,0.108797894741759
18679,1434373_at,2.35706941729845,0.0572468528239932,0.108821137537508
9701,1425395_at,2.35703113079334,0.0572502221932969,0.108822955752513
29150,1444844_at,2.35689119526986,0.057262538817743,0.108841780310984
41893,1457598_at,2.35684947282072,0.0572662116028577,0.108844174196152
39182,1454887_at,2.35669005946122,0.0572802468186158,0.10886626261131
21044,1436738_at,2.35644264731942,0.0573020366689913,0.108903086924621
28091,1443785_x_at,2.3564070173587,0.0573051753356103,0.108904462869179
1663,1417332_at,2.35637251479517,0.0573082148565999,0.108905650286416
6581,1422275_at,2.35632312673746,0.0573125660096857,0.108909330058264
38918,1454623_at,2.35627273235125,0.0573170061698296,0.108912276635199
12222,1427916_at,2.35624589628874,0.057319370791304,0.108912276635199
14924,1430618_at,2.35622330828974,0.0573213611780167,0.108912276635199
29850,1445544_x_at,2.35610388999457,0.0573318851344381,0.108927683522129
30416,1446110_at,2.35567587516675,0.0573696209591809,0.108994788107335
42248,1457953_at,2.35562489125041,0.0573741176363347,0.108998739659492
2402,1418071_s_at,2.35546035732454,0.0573886316503028,0.109021720907304
10367,1426061_x_at,2.35523725441492,0.0574083182005217,0.109054526120871
23776,1439470_at,2.35517548653583,0.0574137698045463,0.109060288588419
24628,1440322_at,2.3551156970597,0.0574190472998065,0.109065719856325
42637,1458342_at,2.35462593912288,0.0574622959110713,0.109143272599925
21146,1436840_x_at,2.35452772549238,0.0574709727817095,0.109155156381196
8654,1424348_at,2.35437595563692,0.0574843838138001,0.109176030420103
30317,1446011_at,2.35402028107208,0.0575158252729376,0.109231145175794
30855,1446549_at,2.35389249838637,0.0575271254930001,0.109248005678546
22166,1437860_at,2.35352618865288,0.0575595319829094,0.109304945345735
44235,1459942_at,2.35318422774213,0.0575898012384367,0.109357821803492
43805,1459510_at,2.35303583909156,0.0576029411764704,0.10937816815426
12123,1427817_at,2.35299072521258,0.0576069366554056,0.109381149753524
6375,1422069_at,2.35258712040539,0.0576426942391504,0.109444436847685
40630,1456335_at,2.35247504316405,0.0576526278070981,0.109458689401302
7325,1423019_at,2.35233606334135,0.0576649482203538,0.109477472204335
22675,1438369_x_at,2.35207797455724,0.057687834656926,0.109515185150759
36969,1452674_a_at,2.35205729151622,0.0576896691605893,0.109515185150759
42283,1457988_at,2.35200770720797,0.0576940673348417,0.109518924654602
9132,1424826_s_at,2.35151540770406,0.0577377533598208,0.109597239658303
34586,1450291_s_at,2.35118274630039,0.057767292449294,0.10964869562542
7208,1422902_s_at,2.35108713086832,0.057775785600348,0.109660201429227
4111,1419780_at,2.3509127476932,0.0577912786741444,0.109684991772191
20940,1436634_at,2.35087711979287,0.057794444557526,0.109686384614921
13794,1429488_at,2.35076906111043,0.0578040477004685,0.109699993912848
7731,1423425_at,2.35034228130785,0.0578419914401685,0.109761045052738
31928,1447622_at,2.35033050686706,0.0578430386319739,0.109761045052738
11459,1427153_at,2.35031394441675,0.0578445116911861,0.109761045052738
32369,1448066_at,2.35029775093729,0.0578459519713206,0.109761045052738
6988,1422682_s_at,2.35005697534475,0.0578673713545966,0.10979706838299
29077,1444771_at,2.35002008958707,0.0578706534256118,0.109798676544887
32334,1448029_at,2.34968155189125,0.0579007851811544,0.109848221211262
27232,1442926_at,2.34967197601588,0.0579016377210113,0.109848221211262
4556,1420237_at,2.34952307048852,0.0579148964262618,0.109868753416372
35919,1451624_a_at,2.34943249764446,0.0579229626457414,0.109876750337554
37778,1453483_at,2.34942102672731,0.0579239843024696,0.109876750337554
3721,1419390_at,2.34914818106428,0.057948290719841,0.109911578674834
31838,1447532_at,2.34914658014603,0.0579484333681789,0.109911578674834
25497,1441191_at,2.34912378047468,0.0579504649507344,0.109911578674834
16323,1432017_at,2.34910551146214,0.0579520928779308,0.109911578674834
1328,1416997_a_at,2.34873616298637,0.0579850150525278,0.109969394217403
8565,1424259_at,2.34864963857717,0.0579927302389853,0.109974847134723
7313,1423007_a_at,2.34864714018066,0.0579929530309538,0.109974847134723
29682,1445376_at,2.34862188122137,0.0579952055221006,0.109974847134723
8964,1424658_at,2.34852654286637,0.0580037082142179,0.109986346191694
17580,1433274_at,2.34846084283687,0.0580095683722116,0.109992833732242
32291,1447985_s_at,2.34839341666633,0.0580155831237262,0.109996561406444
31880,1447574_s_at,2.34838412413875,0.0580164121136224,0.109996561406444
5042,1420736_at,2.34777158164212,0.0580710839733676,0.110095588645292
23685,1439379_x_at,2.34764812853328,0.0580821090299404,0.110111862100014
1462,1417131_at,2.3474153586756,0.0581029025068178,0.110146652345845
22199,1437893_at,2.34736912177397,0.0581070337838293,0.110149854181426
12946,1428640_at,2.34732486476045,0.0581109884386396,0.110152720950325
23999,1439693_a_at,2.34716626323486,0.0581251627860124,0.110174958679161
9654,1425348_a_at,2.34701880373382,0.0581383445316288,0.110195313163311
37687,1453392_at,2.3468875631501,0.0581500790004748,0.110212922886217
18535,1434229_a_at,2.3466838425324,0.0581682988416283,0.110242367927353
27462,1443156_at,2.34665919770794,0.0581705033576896,0.110242367927353
5731,1421425_a_at,2.34658877280178,0.0581768034405492,0.110249674859121
12157,1427851_x_at,2.34655415023661,0.0581799009673799,0.110250912333185
2644,1418313_at,2.34618673535962,0.0582127823286162,0.110308587698118
14774,1430468_at,2.34571660013226,0.0582548842282706,0.110383729668903
41176,1456881_at,2.34511560829415,0.0583087500184211,0.110481155088888
42256,1457961_at,2.34477104364062,0.0583396556678752,0.110535070167906
10028,1425722_at,2.34452809450223,0.0583614569992873,0.110571731658259
5923,1421617_at,2.34420724845371,0.0583902612618812,0.110619688596745
38722,1454427_at,2.34419150713072,0.0583916748281125,0.110619688596745
27632,1443326_at,2.3441634885267,0.0583941909771352,0.110619808772672
40339,1456044_at,2.34411476883197,0.0583985664058566,0.110620512683212
3288,1418957_at,2.34410473001222,0.0583994680159483,0.110620512683212
15037,1430731_at,2.34400253747253,0.0584086469785922,0.110633253008336
42989,1458694_at,2.34390689403504,0.0584172390346768,0.110640555006502
31512,1447206_at,2.34390500884043,0.0584174084026926,0.110640555006502
29377,1445071_at,2.34367321491445,0.0584382368556182,0.110673579529881
3472,1419141_at,2.34365634634712,0.0584397529213124,0.110673579529881
23175,1438869_at,2.34360554003847,0.0584443193907959,0.110677580149659
35067,1450772_at,2.3432387267517,0.0584772993796419,0.110735385620407
2936,1418605_at,2.34297642292468,0.0585008946398388,0.110775415616398
9661,1425355_at,2.34275874010795,0.0585204834518002,0.110806626530298
24408,1440102_at,2.34273865788415,0.0585222909459145,0.110806626530298
5056,1420750_at,2.34268673514424,0.058526964499906,0.110810430561322
28007,1443701_at,2.34266174585436,0.0585292139161399,0.110810430561322
42822,1458527_at,2.34262384765411,0.0585326254992705,0.110812237864358
24513,1440207_at,2.34255725255714,0.0585386208595763,0.110814489924154
15920,1431614_at,2.3425560499901,0.05853872912891,0.110814489924154
17366,1433060_at,2.34251114450835,0.0585427721989511,0.110817492191089
8408,1424102_at,2.34247178954987,0.0585463157616322,0.110819548712191
21962,1437656_at,2.34237306911519,0.0585552056199803,0.110831724385879
40035,1455740_at,2.34230868953881,0.0585610037981639,0.110838047433841
37442,1453147_at,2.34217064607979,0.0585734382990402,0.110856339163526
24366,1440060_at,2.34214682715378,0.0585755841024809,0.110856339163526
31139,1446833_at,2.34206374078989,0.0585830698297299,0.110865853994237
37557,1453262_at,2.34194313358187,0.0585939377645257,0.110881768435274
2240,1417909_at,2.34183453228516,0.058603725607476,0.110895637686615
6001,1421695_at,2.34162951372085,0.0586222077450661,0.110925957269152
14218,1429912_at,2.34156484094567,0.0586280391411854,0.110932337359733
40559,1456264_at,2.34150821963121,0.0586331450421499,0.110937344235684
7903,1423597_at,2.34128647797554,0.0586531452598696,0.110970530428953
37274,1452979_at,2.34120330738583,0.0586606487146963,0.11097923681364
32576,1448276_at,2.34118092289242,0.0586626683585103,0.11097923681364
27303,1442997_at,2.34094347869592,0.0586840961664704,0.111015117704961
30646,1446340_at,2.34087114274359,0.058690625609009,0.111020375162443
38475,1454180_at,2.34085814961892,0.0586917985188381,0.111020375162443
30678,1446372_at,2.34068076077451,0.0587078140850245,0.111046012541884
16385,1432079_at,2.34051030403775,0.0587232079923828,0.111070471950701
26990,1442684_x_at,2.34045093190315,0.0587285708441477,0.111075957126642
24882,1440576_at,2.34035937243656,0.0587368420321168,0.111086942277456
33778,1449478_at,2.34023844048647,0.058747768460117,0.111102948059365
33490,1449190_a_at,2.3400831654093,0.0587618008991811,0.111122643140074
3203,1418872_at,2.3400555692651,0.0587642951620547,0.111122643140074
35599,1451304_at,2.34004141876137,0.0587655741897942,0.111122643140074
21900,1437594_x_at,2.33957240329726,0.0588079833937252,0.11119324642994
15151,1430845_at,2.33956130120908,0.0588089876428569,0.11119324642994
37384,1453089_at,2.339546704994,0.058810307982967,0.11119324642994
21901,1437595_at,2.3395014755967,0.0588143995227565,0.111196320808042
26134,1441828_at,2.33916524570453,0.0588448246554123,0.11124305678799
28666,1444360_at,2.33913079184103,0.0588479432619238,0.11124305678799
2306,1417975_at,2.33912515850309,0.0588484531820317,0.11124305678799
10705,1426399_at,2.33910933404002,0.0588498856094922,0.11124305678799
26929,1442623_at,2.33909203051084,0.0588514519625161,0.11124305678799
25487,1441181_at,2.3388742509707,0.058871169481255,0.1112756638353
30102,1445796_at,2.33879982896312,0.0588779091147579,0.111283738956697
13379,1429073_at,2.33867209850974,0.0588894781818315,0.11130017343717
10549,1426243_at,2.33862460380609,0.0588937805627939,0.11130017343717
4004,1419673_at,2.33860965865703,0.05889513445859,0.11130017343717
20627,1436321_at,2.3385948563053,0.05889647544958,0.11130017343717
11840,1427534_at,2.33839711961715,0.0589143920219332,0.111329366681242
22041,1437735_at,2.33830210320839,0.0589230032716834,0.111340974130895
25140,1440834_at,2.33827203688784,0.0589257284224941,0.111341458694663
424,1416093_a_at,2.3380774505086,0.0589433684541365,0.111370124032259
17426,1433120_at,2.33794458897638,0.0589554159814818,0.111388220693763
2271,1417940_s_at,2.33783834179884,0.0589650520007975,0.111401759814342
39171,1454876_at,2.33729760557542,0.059014118663407,0.111489790384046
23497,1439191_at,2.33723807160713,0.0590195233525059,0.111495330599035
27633,1443327_at,2.33716911191568,0.0590257843718077,0.111502487998027
43439,1459144_at,2.33713699232886,0.0590287008193939,0.111503327008523
41450,1457155_at,2.33710877886901,0.0590312627134262,0.111503496236472
15305,1430999_a_at,2.33701031877612,0.0590402041702347,0.11151571523083
11823,1427517_at,2.33674639411651,0.0590641787872075,0.111556326792657
40057,1455762_at,2.33654859851546,0.0590821528351193,0.111585601968874
33832,1449532_at,2.33623246552725,0.0591108920209886,0.1116352054369
25643,1441337_at,2.33606677895106,0.0591259600477625,0.111658986856802
10902,1426596_a_at,2.33601246709609,0.0591309001821979,0.111663640627949
38465,1454170_at,2.33587831270315,0.059143104495369,0.111682011214438
38091,1453796_a_at,2.33575523966282,0.0591543029772367,0.111698480995451
