IndiceGene,ProbeSetID,Alpha,MeanPositive,MeanNegative,DeltaMean_Log2,T_Welch,P_Welch,FDR_Welch,AUC_PositiveHigher,AUC_Separation,EvidenceScore,Contraste,ClassePositiva,ClasseNegativa
6040,1421734_at,0.0215657810093332,9.986204,7.266698,2.719506,9.38307902028315,3.46567712639349e-05,0.00578582960723374,1,1,2.83858138190078,G4_vs_G1_infeccao_2h,G4_Infected_2h,G1_Control_T0
18352,1434046_at,0.0193325554043347,6.455646,4.496392,1.959254,16.6464116746034,4.88160944492522e-07,0.00107501882875574,1,1,2.83438616885955,G4_vs_G1_infeccao_2h,G4_Infected_2h,G1_Control_T0
35163,1450868_at,0.0179876950092977,9.51815,7.27666,2.24149,16.158465396593,7.71521872263605e-07,0.00133832338311388,1,1,2.83349799931019,G4_vs_G1_infeccao_2h,G4_Infected_2h,G1_Control_T0
20807,1436501_at,0.0184145600388046,8.181892,5.857422,2.32447,12.5667057734666,2.14464319737816e-06,0.00183501673340957,1,1,2.8212654319837,G4_vs_G1_infeccao_2h,G4_Infected_2h,G1_Control_T0
11408,1427102_at,0.0220525762099164,10.87698,8.566892,2.310088,10.6710257599118,1.37524872822104e-05,0.00382870943774674,1,1,2.81471641149899,G4_vs_G1_infeccao_2h,G4_Infected_2h,G1_Control_T0
8815,1424509_at,0.0196661916421656,9.176834,6.82351,2.353324,12.661488862687,4.37501646289741e-06,0.00259628444069916,1,1,2.81411435936619,G4_vs_G1_infeccao_2h,G4_Infected_2h,G1_Control_T0
5568,1421262_at,0.0283999363710348,11.41162,3.644866,7.766754,17.0579637016464,5.89119591190912e-05,0.00489316439821387,1,1,3.54265870945421,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
3053,1418722_at,0.0246221334258698,13.88454,7.773964,6.110576,26.6783883114473,7.32581591957556e-08,0.000567627142643686,1,1,3.4161299513084,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
12053,1427747_a_at,0.0219290887481007,13.75872,7.262452,6.496268,26.1476189193936,7.94005608627354e-08,0.000567627142643686,1,1,3.3709635071152,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
34304,1450009_at,0.0225164696343735,11.83528,6.604408,5.230872,13.3311359945769,1.48905099856224e-06,0.00101374012371884,1,1,3.16956474595895,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
34483,1450188_s_at,0.022994542762701,9.759166,3.297382,6.461784,13.4719512175957,0.000161962239122344,0.00827977398370044,1,1,3.13065508598435,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
21366,1437060_at,0.021056095375552,10.38695,5.100494,5.286456,15.1504027742038,1.33730990371426e-06,0.00101374012371884,1,1,3.1252996213148,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
18352,1434046_at,0.0211436820742072,9.938952,4.496392,5.44256,17.7753947582159,1.31670091155493e-05,0.00239453741177576,1,1,3.06080482953228,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
9757,1425451_s_at,0.0168359806295557,12.06484,6.960292,5.104548,19.9762070113879,3.09203831710858e-07,0.000771688807212901,1,1,2.98111130932155,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
4095,1419764_at,0.0165818082999377,12.43628,7.318866,5.117414,19.0469579194513,1.35200125572785e-06,0.00101374012371884,1,1,2.94598901170843,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
3863,1419532_at,0.016749701105818,11.62704,6.64092,4.98612,17.1573155642509,3.55545121614795e-06,0.00134751601092007,1,1,2.90596380731919,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
25171,1440865_at,0.0173437942578968,13.38472,9.045706,4.339014,15.97759702096,2.39392149449666e-07,0.000771201809452098,1,1,2.90049101692995,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
1621,1417290_at,0.0147954635508859,12.6025,7.674014,4.928486,13.2392697985586,1.25948998204852e-06,0.00101374012371884,1,1,2.85876414087305,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
8815,1424509_at,0.0186473254714411,11.73664,6.82351,4.91313,12.3824433138539,3.70711246150086e-05,0.00402944979599668,1,1,2.8516509755477,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
35121,1450826_a_at,0.0136188655957911,12.29682,6.701668,5.595152,9.15533958201985,1.74553231584564e-05,0.00274304017341304,1,1,2.80163240001775,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
4012,1419681_a_at,0.0171556870232903,10.228436,4.749106,5.47933,10.5565562169355,0.00041424465899488,0.0134727055022602,1,1,2.74890494814799,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
4040,1419709_at,0.0151146821784583,10.235264,5.271988,4.963276,15.1801565159282,3.04905745268587e-05,0.00372194110592869,1,1,2.74181587613864,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
17734,1433428_x_at,0.014436367228324,9.951146,6.404854,3.546292,17.6392183255857,5.46910347116001e-07,0.000772322691342148,1,1,2.69590230858464,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
1599,1417268_at,0.0144047178376857,11.434984,6.794172,4.640812,10.1423642692769,2.18394975404679e-05,0.00304902035532744,1,1,2.69564092534342,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
21583,1437277_x_at,0.0142072416639508,10.131334,6.613534,3.5178,17.6067178678957,5.19663700475394e-07,0.000772322691342148,1,1,2.68416602632956,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
19064,1434758_at,0.015261016971988,10.257398,5.78625,4.471148,15.5979468800867,3.45521122173778e-05,0.00392527660734498,1,1,2.67817931307599,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
40195,1455900_x_at,0.0139862245976315,9.451712,6.056614,3.395098,16.757574515606,1.8844740029286e-07,0.000693408302928648,1,1,2.67157981323277,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
33666,1449366_at,0.015936467335455,12.66056,7.952312,4.708248,11.6928423338514,0.000151116141585356,0.0079994003540389,1,1,2.65986991624912,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
11408,1427102_at,0.0147186632472005,12.8515,8.566892,4.284608,11.1967445243836,2.73247047184084e-05,0.00350447172873268,1,1,2.64663161680167,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
19154,1434848_at,0.0158532711435607,7.805182,3.733616,4.071566,15.05596333561,4.02077128689169e-05,0.00415817596516518,1,1,2.64170610433492,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
18790,1434484_at,0.015091276819546,12.00384,7.02532,4.97852,10.1324588343775,0.000248700625751086,0.0104050528033393,1,1,2.63808848378112,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
34617,1450322_s_at,0.0156376469724798,10.38672,5.557796,4.828924,10.1180025040848,0.000290335804509819,0.0111789782645578,1,1,2.63074764714262,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
7259,1422953_at,0.0130645253743787,13.38534,9.38978,3.99556,16.0660937863334,6.23787709943601e-06,0.00164523096527289,1,1,2.62830318466734,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
32513,1448213_at,0.0122337539641746,13.89512,10.332744,3.562376,15.6816529352071,2.91264864007755e-07,0.000771688807212901,1,1,2.62049990505944,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
11562,1427256_at,0.0159606313492759,9.234834,4.778652,4.456182,11.5085686850859,0.000184971003898285,0.00890328414815002,1,1,2.61734626037412,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
20836,1436530_at,0.0126550089242592,12.53918,7.614196,4.924984,8.15393177276518,8.47388663085285e-05,0.00597157438965772,1,1,2.60205267791738,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
37476,1453181_x_at,0.0124433021293329,9.062652,5.204594,3.858058,14.2752226973775,5.10443367790458e-06,0.00145200860772536,1,1,2.60146894004284,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
32862,1448562_at,0.0152511064197416,10.40069,5.46212,4.93857,9.4593665389801,0.000584874773433229,0.015929007944814,1,1,2.59513366970269,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
13833,1429527_a_at,0.0131947697482506,8.052866,4.208584,3.844282,13.0162554416206,1.6335819362693e-05,0.0026686074915935,1,1,2.56407419950685,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
33219,1448919_at,0.0116790968429706,9.33687,6.243154,3.093716,17.6859275773838,1.19241810239638e-06,0.00101374012371884,1,1,2.51279876680196,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
11687,1427381_at,0.0136767121746346,10.01102,5.319732,4.691288,9.31760966659728,0.000556253713646414,0.0155339855107535,1,1,2.51042007381543,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
3978,1419647_a_at,0.0112198604208266,9.330876,5.73562,3.595256,13.2307771458086,6.70707063356527e-06,0.00172854624368244,1,1,2.50677024278181,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
8560,1424254_at,0.0132299672506643,13.31656,8.869408,4.447152,8.85099095582831,0.000243465534198702,0.0103029592662331,1,1,2.5051393160077,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
32112,1447806_s_at,-0.0108789139653503,6.007156,9.238398,-3.231242,-12.8296964370293,1.31621483118057e-06,0.00101374012371884,0,1,2.50233024042928,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
1831,1417500_a_at,0.0118191936435118,9.525122,6.567692,2.95743,20.2485893735339,1.22033957986853e-06,0.00101374012371884,1,1,2.50018441113107,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
21362,1437056_x_at,0.0127104393270492,11.17944,7.113986,4.065454,13.2633808301929,7.48686647032481e-05,0.00559048285890926,1,1,2.50006332683401,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
44622,1460330_at,0.0121079197108513,9.269186,5.807766,3.46142,11.2000057712894,1.24846452888012e-05,0.00235605782188689,1,1,2.48921620704884,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
33327,1449027_at,0.010895889317337,8.178104,5.128388,3.049716,17.5447110206998,9.92712310018135e-07,0.00101374012371884,1,1,2.47955578233523,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
12150,1427844_a_at,0.0105941438661117,9.89342,7.041364,2.852056,14.3428804986245,5.4797734247464e-07,0.000772322691342148,1,1,2.4712267452931,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
36008,1451713_a_at,-0.010414263491569,4.565596,7.84498,-3.279384,-11.3336489435482,3.41198375011299e-06,0.00132658516477453,0,1,2.4647322776206,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
6428,1422122_at,-0.0143315000383503,6.69779,10.52682,-3.82903,-8.59171045555146,0.000252152112677816,0.0105007501697896,0,1,2.46240048653691,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
9033,1424727_at,0.0103109491934833,8.7039,5.81386,2.89004,21.4284299514305,7.03035991812608e-07,0.000839698079661073,1,1,2.45761395811098,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
2493,1418162_at,0.00987550534663885,8.026202,4.778966,3.247236,13.2807063562032,2.82803717795408e-06,0.00117015875929272,1,1,2.45442112971654,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
20067,1435761_at,0.0126303600835226,10.24127,5.90404,4.33723,8.28614751762198,0.00040100936704369,0.0133166660878517,1,1,2.4437004329704,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
25143,1440837_at,-0.0138413780248193,7.693236,11.39754,-3.704304,-8.48611411910362,0.000226781275079661,0.00991236787581241,0,1,2.43496562320148,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
11748,1427442_a_at,0.0101024613283645,11.5908,8.52072,3.07008,11.3715898604132,3.99968277140093e-06,0.00136151806437917,1,1,2.42415324734433,G5_vs_G1_infeccao_24h,G5_Infected_24h_Untreated,G1_Control_T0
5568,1421262_at,0.0458831227794536,11.41162,3.897822,7.513798,16.0762101545498,3.64354957190417e-05,0.0262828375416597,1,1,3.70449418135136,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
34483,1450188_s_at,0.0376621021659567,9.759166,3.45,6.309166,12.8095523361677,0.000105005892485548,0.0378869660559255,1,1,3.2941981251495,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
34304,1450009_at,0.0335790833474668,11.83528,6.713602,5.121678,14.4285571468681,3.88419118306333e-06,0.0147980925939505,1,1,3.22918096038431,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
9757,1425451_s_at,0.0272790836582753,12.06484,7.589998,4.474842,19.4043134730227,1.48748638895781e-07,0.00571214909787018,1,1,3.19008379368771,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
4095,1419764_at,0.0282024154133784,12.43628,7.838078,4.598202,18.5817258383682,8.36731436829382e-07,0.0122400071869696,1,1,3.07907474225142,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
4012,1419681_a_at,0.0283078989649253,10.228436,5.251736,4.9767,9.59798691713112,0.000614941945684045,0.0668074434770353,1,1,2.80317676321044,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
3053,1418722_at,0.0221649251791075,13.88454,10.492794,3.391746,15.5951333955889,1.52005095284354e-06,0.0122400071869696,1,1,2.78692510611637,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
20836,1436530_at,0.0260326469113734,12.53918,7.87528,4.6639,8.42550925155917,0.000220648560440026,0.0490736113079066,1,1,2.77168495545999,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
35121,1450826_a_at,0.0262439099433348,12.29682,7.982836,4.313984,6.57813765042294,0.000174786753212,0.0453049273368645,1,1,2.74518977632406,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
32862,1448562_at,0.0262486456529257,10.40069,5.833312,4.567378,8.69380348143004,0.000731252197036556,0.0706214247078067,1,1,2.69307141191683,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
18352,1434046_at,0.0205885513708301,9.938952,6.455646,3.483306,11.6581897752599,0.000169020691797536,0.0450256227447751,1,1,2.51257754267665,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
25171,1440865_at,0.0166999271473563,13.38472,10.63776,2.74696,10.6798972924469,6.2155101185331e-06,0.0186883814570641,1,1,2.50007170457812,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
34723,1450428_at,-0.016736741112506,3.920238,6.610034,-2.689796,-13.1865503487242,1.14285552247834e-05,0.0214375109580091,0,1,2.46669555790991,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
17734,1433428_x_at,0.0170043807600926,9.951146,7.239932,2.711214,9.54655564783214,2.11632121057998e-05,0.024295285998186,1,1,2.45115117134023,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
41961,1457666_s_at,0.0192533914465023,10.387824,7.162856,3.224968,6.64850353950954,0.00019202886342453,0.0473728230452051,1,1,2.43925804776749,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
2207,1417876_at,0.0142758313325636,8.595436,5.866064,2.729372,11.0257253716178,7.8314651659419e-06,0.0196226061360636,1,1,2.43545477897001,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
11562,1427256_at,0.0200062346185854,9.234834,5.664314,3.57052,9.40767814595789,0.0006414616745591,0.0680372433714076,1,1,2.43156805060563,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
1831,1417500_a_at,0.0142698238666578,9.525122,7.346472,2.17865,11.6388287708823,2.71590001530984e-06,0.0147980925939505,1,1,2.41666174016892,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
21583,1437277_x_at,0.0162066378007595,10.131334,7.560796,2.570538,9.31707783948883,2.27483457408666e-05,0.024295285998186,1,1,2.41504238769983,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
13580,1429274_at,-0.00944207211292442,4.96537,6.459208,-1.493838,-15.9181983902033,2.53304764766643e-07,0.00571214909787018,0,1,2.40459732647014,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
2535,1418204_s_at,0.0173749126462722,8.338596,5.585348,2.753248,7.64603780351511,7.33694617654175e-05,0.0334246070210313,1,1,2.40305852394374,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
