IndiceGene,ProbeSetID,Alpha,MeanPositive,MeanNegative,DeltaMean_Log2,T_Welch,P_Welch,FDR_Welch,AUC_PositiveHigher,AUC_Separation,EvidenceScore,Contraste,ClassePositiva,ClasseNegativa
40195,1455900_x_at,0.0154598168507459,9.451712,6.992736,2.458976,9.23938863635477,3.25112707162215e-05,0.0262828375416597,1,1,2.36869413614993,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
4040,1419709_at,0.0173580320123928,10.235264,7.132398,3.102866,9.43854106271725,0.000252561894403309,0.0523017635643231,1,1,2.3625357860323,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
20212,1435906_x_at,0.020846729875502,11.84283,8.11748,3.72535,5.23464837786014,0.00349999289277906,0.122823711364133,1,1,2.35612990438328,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
442,1416111_at,-0.0143013140659546,6.216772,8.405162,-2.18839,-10.7325746562126,1.42322655285269e-05,0.0214375109580091,0,1,2.34688521506761,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
44622,1460330_at,0.0129937862660178,9.269186,7.017508,2.251678,11.5909215591133,1.30108998401029e-05,0.0214375109580091,1,1,2.32681119444995,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
5857,1421551_s_at,0.0169276635820548,10.056282,7.206446,2.849836,6.16753538887913,0.000270604973467053,0.0532882719656128,1,1,2.31586295113989,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
11080,1426774_at,0.019949971651174,9.360278,5.997798,3.36248,6.354144480537,0.00272070956007652,0.112257191711463,1,1,2.30570801888063,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
2571,1418240_at,0.0195448810882065,11.553196,8.011896,3.5413,5.23672768796349,0.00379682493433054,0.126927530094783,1,1,2.29689868211919,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
4855,1420549_at,0.0195710400750075,11.012316,7.477728,3.534588,5.24424060622468,0.00422641412875859,0.13223895419123,1,1,2.28863875572075,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
41182,1456887_at,0.0138271829544108,7.688132,5.559418,2.128714,8.0956235577724,4.57682944633942e-05,0.0276176289053475,1,1,2.27956667442477,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
785,1416454_s_at,-0.0166053038904274,7.307762,9.538958,-2.231196,-7.39245389674957,0.000132984914577583,0.0410011327226142,0,1,2.2772508787456,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
1140,1416809_at,-0.0204945993012042,5.191936,9.984078,-4.792142,-3.24598991939538,0.0224395038000651,0.247197045198112,0.04,0.96,2.27501781888359,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
12053,1427747_a_at,0.0114678770918224,13.75872,11.73892,2.0198,9.93512843767221,1.26165024732725e-05,0.0214375109580091,1,1,2.26269444156379,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
31021,1446715_at,0.0197766228283512,7.001242,3.88766,3.113582,6.19326284549287,0.0032434691825811,0.119220622333814,1,1,2.25715263362037,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
8482,1424176_a_at,0.0115802249561743,7.742854,5.807676,1.935178,10.2958956442904,1.48864832016421e-05,0.0214375109580091,1,1,2.25388078848662,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
3930,1419599_s_at,0.0161948819111886,10.75382,8.12651,2.62731,5.90942274486604,0.000387388539968976,0.0582387018038027,1,1,2.25307784823605,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
14253,1429947_a_at,0.0159416854755575,10.032328,7.19395,2.838378,7.74254158654381,0.000620181118546773,0.0670762317208106,1,1,2.24829761633543,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
36227,1451932_a_at,0.0109901860841608,8.174706,6.19687,1.977836,9.85642681459653,1.501804606732e-05,0.0214375109580091,1,1,2.24669847137483,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
3929,1419598_at,0.0157341804180902,9.912886,7.34765,2.565236,6.02855597440109,0.000320360730490546,0.0560442094091958,1,1,2.24221203626685,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
37863,1453568_at,-0.0117752189181782,6.245496,8.160524,-1.915028,-9.01505984329185,1.83436412805015e-05,0.0236449882503956,0,1,2.2364736718805,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
1621,1417290_at,0.0138987545485211,12.6025,10.114746,2.487754,6.85136087663787,0.000161688673542176,0.0450143263297882,1,1,2.23432869212282,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
11748,1427442_a_at,0.0116382461698706,11.5908,9.58671,2.00409,9.70218831837641,3.24164542338175e-05,0.0262828375416597,1,1,2.22486475009007,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
4897,1420591_at,0.0151430842355435,7.996428,5.331092,2.665336,6.77404933495446,0.000532650354181738,0.0633853921476269,1,1,2.21882000730196,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
1593,1417262_at,-0.0161855485268898,4.66449,6.976136,-2.311646,-6.1561720415414,0.000327088722811198,0.0564121499430357,0,1,2.21703254757538,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
37476,1453181_x_at,0.0125087659327646,9.062652,6.808956,2.253696,7.66914926241439,9.0600664990535e-05,0.0358436894012116,1,1,2.21699028725236,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
13232,1428926_at,-0.0124991009930869,6.239202,8.021992,-1.78279,-8.61776597097953,3.49668873441442e-05,0.0262828375416597,0,1,2.21417416249327,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
34431,1450136_at,0.0116959843270201,8.113042,6.182224,1.930818,8.24437744940483,4.7478290041648e-05,0.0276176289053475,1,1,2.20678054914603,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
4022,1419691_at,0.0180851302420719,10.9487,8.379154,2.569546,5.98848276120371,0.00146992411935821,0.0886291946979077,1,1,2.20528957047838,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
13833,1429527_a_at,0.0134869461139845,8.052866,5.72431,2.328556,7.27529516451622,0.000164967634715492,0.0450256227447751,1,1,2.20411751674672,G5_vs_G4_progressao_2h_para_24h,G5_Infected_24h_Untreated,G4_Infected_2h
34304,1450009_at,-0.0611290992898952,9.493216,11.83528,-2.342064,-3.14823248678143,0.0219318622151209,0.628220012478856,0.16,0.84,3.46299966571602,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
4022,1419691_at,-0.0536945797915663,8.763964,10.9487,-2.184736,-3.43146482416844,0.00964026149614074,0.625503394433033,0.08,0.92,3.45739818681545,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
4040,1419709_at,-0.0495439089550259,8.172344,10.235264,-2.06292,-3.63745604267141,0.00849530113311109,0.625503394433033,0.08,0.92,3.34829195439295,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
9757,1425451_s_at,-0.0443295735350486,10.28438,12.06484,-1.78046,-5.93016367674048,0.0010724155088257,0.625503394433033,0,1,3.32744513378119,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
3863,1419532_at,-0.0396485383718193,9.65233,11.62704,-1.97471,-5.81521086329379,0.000452881242130954,0.625503394433033,0,1,3.31657690362009,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
4095,1419764_at,-0.0407358520988768,10.78536,12.43628,-1.65092,-6.04091527791952,0.000973424055028044,0.625503394433033,0,1,3.22483718056664,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
10120,1425814_a_at,0.0322777345467204,9.502724,7.578254,1.92447,4.20459448131347,0.00893144823166053,0.625503394433033,1,1,3.17900473957919,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
19064,1434758_at,-0.0375410392683356,8.709818,10.257398,-1.54758,-4.25992589930867,0.00290986846240109,0.625503394433033,0,1,3.13761745426565,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
456,1416125_at,-0.0381755858630311,8.27545,9.785294,-1.509844,-6.54668299952379,0.000362281102347456,0.625503394433033,0,1,3.13523311629672,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
21362,1437056_x_at,-0.0360371549096044,9.606978,11.17944,-1.572462,-4.13414974741328,0.00358622351515463,0.625503394433033,0,1,3.12143238312683,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
3053,1418722_at,-0.0402091295734495,12.32206,13.88454,-1.56248,-3.84918462160524,0.0134767283289473,0.625503394433033,0.04,0.96,3.10630443904159,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
33734,1449434_at,0.0418643444950629,6.429672,4.92468,1.504992,2.85819979195821,0.0379935195597446,0.635469503438866,0.96,0.96,3.08024265783929,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
31021,1446715_at,-0.0501019043670919,5.36294,7.001242,-1.638302,-2.37819167195106,0.0447627038096679,0.647480020692697,0.12,0.88,3.06018423297666,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
44750,1460458_at,-0.0331287272143683,7.672314,9.141158,-1.468844,-4.22816103187296,0.00347262289189099,0.625503394433033,0,1,3.03880354450628,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
18352,1434046_at,-0.0290414069824367,8.286406,9.938952,-1.652546,-3.33008365608321,0.0118770707487411,0.625503394433033,0,1,3.03407977354236,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
26329,1442023_at,0.0382677922179902,6.011008,4.781466,1.229542,3.09314855814502,0.029219316098676,0.628220012478856,1,1,3.03268793381002,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
33493,1449193_at,0.0423227618539856,7.411466,5.658696,1.75277,2.39908074016092,0.0445595536256758,0.646199494556786,0.88,0.88,2.97586672652125,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
36909,1452614_at,-0.0288329757473112,5.387266,6.95354,-1.566274,-2.93239982126257,0.040487660486463,0.641415895134724,0,1,2.94794180368582,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
9004,1424698_s_at,-0.0327239313686259,5.73952,7.187146,-1.447626,-3.51420306171221,0.00896755220491168,0.625503394433033,0.04,0.96,2.94500424666762,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
12610,1428304_at,0.0226070270934956,7.218992,5.551374,1.667618,4.26463393651591,0.0104415007163467,0.625503394433033,1,1,2.93391918780627,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
35746,1451451_at,-0.0373197151311679,4.680644,6.263124,-1.58248,-3.10346262360118,0.0185172519223475,0.625503394433033,0.12,0.88,2.90580230747737,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
9279,1424973_at,0.0318952800255301,5.774396,4.003098,1.771298,2.35739686134409,0.0773526305535493,0.66830307682807,0.96,0.96,2.89986371945513,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
8643,1424337_at,0.0216892181550686,11.65614,10.087532,1.568608,3.81671884704657,0.0182691040644904,0.625503394433033,1,1,2.88541326698788,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
11157,1426851_a_at,-0.0333405846714774,3.403192,4.906252,-1.50306,-2.40783478722904,0.0610258672464081,0.657818307869183,0.04,0.96,2.86647666837403,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
9137,1424831_at,-0.0276696537307986,6.829214,8.045714,-1.2165,-3.73411935357097,0.00591640077534653,0.625503394433033,0,1,2.86414029178012,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
11242,1426936_at,-0.0293772394816752,4.890614,6.016946,-1.126332,-3.50242533343688,0.00933650934856648,0.625503394433033,0,1,2.86157369463824,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
21197,1436891_at,0.0239756426128204,7.685746,6.078964,1.606782,4.2336280711487,0.00726677956230786,0.625503394433033,0.96,0.96,2.85572943069238,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
10531,1426225_at,0.0321611194877136,7.151198,5.082674,2.068524,2.26409533869219,0.0725055068826395,0.666861785698049,0.88,0.88,2.84935556162698,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
649,1416318_at,-0.0319136490919449,8.709512,9.89109,-1.181578,-3.60993503436658,0.0148366955135033,0.625503394433033,0.04,0.96,2.84175418685753,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
5070,1420764_at,-0.0251872501799912,6.332088,7.535954,-1.203866,-3.75560326939191,0.0092711487444645,0.625503394433033,0,1,2.81925743387504,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
8562,1424256_at,-0.0229884966761348,8.00355,9.256638,-1.253088,-3.20297726173978,0.0197050045174928,0.625503394433033,0,1,2.79993849326382,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
9949,1425643_at,0.0202372857395345,12.09728,10.53364,1.56364,4.10742857231986,0.0124830180676576,0.625503394433033,0.96,0.96,2.77998085136678,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
32531,1448231_at,-0.0256564463803972,6.628012,7.634744,-1.006732,-8.18117768276647,3.74009990656262e-05,0.625503394433033,0,1,2.76024935429187,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
8815,1424509_at,-0.0288382705467731,10.421038,11.73664,-1.315602,-2.74076823376326,0.02603292307882,0.628220012478856,0.08,0.92,2.74754310913331,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
33064,1448764_a_at,0.0295960814676645,5.849914,3.650658,2.199256,2.01640842278572,0.0972712973530678,0.676759281514576,0.84,0.84,2.74021395557731,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
40137,1455842_x_at,0.0213045898526763,7.744642,6.377078,1.367564,4.47762824925991,0.00418163806938889,0.625503394433033,0.96,0.96,2.73111500139405,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
37476,1453181_x_at,-0.0206280356491274,7.915834,9.062652,-1.146818,-3.9025504926587,0.00529910286380962,0.625503394433033,0,1,2.72537666817344,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
5125,1420819_at,-0.0221958526343744,9.474106,10.52536,-1.051254,-7.67915692615245,0.000316055963231725,0.625503394433033,0,1,2.7186983384763,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
3978,1419647_a_at,-0.0210042736700395,7.996078,9.330876,-1.334798,-3.70634416152628,0.00622358347089029,0.625503394433033,0.04,0.96,2.71511858148601,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
18502,1434196_at,0.0195028868141791,9.857924,8.68941,1.168514,4.74673464219395,0.00453058937011492,0.625503394433033,1,1,2.71430955359609,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
34124,1449829_at,-0.0289752783282083,5.934206,7.101908,-1.167702,-3.74757115800473,0.00759928896811581,0.625503394433033,0.08,0.92,2.70899211392033,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
640,1416309_at,0.0189168885557234,11.37748,10.197436,1.180044,5.12408821206702,0.00591095797404641,0.625503394433033,1,1,2.70862350659554,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
21366,1437060_at,-0.0341662581648361,9.108234,10.38695,-1.278716,-2.51077805085563,0.0398071680855355,0.639191745803548,0.12,0.88,2.70532104917742,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
35207,1450912_at,0.0324984690521621,7.752322,6.489126,1.263196,2.47130872558381,0.0550958357650045,0.654212056288867,0.92,0.92,2.70328018171441,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
5568,1421262_at,-0.0311659421834809,10.10208,11.41162,-1.30954,-2.35635356858201,0.0495045483967782,0.65293727442261,0.08,0.92,2.70131556057965,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
13833,1429527_a_at,-0.0231527009239496,6.86555,8.052866,-1.187316,-3.2027668529051,0.0125705993223432,0.625503394433033,0.04,0.96,2.70037630105154,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
18049,1433743_at,-0.0300814684678321,3.502926,4.636972,-1.134046,-2.77633227268206,0.0333841045748239,0.632631491067644,0.08,0.92,2.69155097537167,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
34431,1450136_at,-0.0217234140422003,7.119664,8.113042,-0.993378,-4.46648086743821,0.0028530978294266,0.625503394433033,0,1,2.69139235733722,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
38234,1453939_x_at,0.0204303995165416,8.68231,7.394738,1.287572,2.99517863642915,0.0174941755189438,0.625503394433033,0.96,0.96,2.68975575817038,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
44908,1460616_at,-0.0210323895324494,5.330676,6.330644,-0.999968,-3.988964485668,0.00781829633783407,0.625503394433033,0,1,2.68231717357736,G6_vs_G5_efeito_linezolida,G6_Infected_24h_Linezolid,G5_Infected_24h_Untreated
3261,1418930_at,-0.0421888710435149,6.246998,8.47693,-2.229932,-2.28314551057851,0.0643081078224709,0.477838727911089,0.12,0.88,3.49085642717617,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
11687,1427381_at,-0.0348263618412174,7.858224,10.01102,-2.152796,-2.6336283635636,0.0318048753300329,0.452339798067067,0.16,0.84,3.30279885712901,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
36644,1452349_x_at,-0.0386156764724631,4.483318,5.89508,-1.411762,-3.04951007962917,0.0279287297351142,0.448834175024012,0.04,0.96,3.29310065146395,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
21532,1437226_x_at,-0.023757910577365,9.328122,11.02641,-1.698288,-2.93062059998993,0.0227206228826593,0.448834175024012,0.04,0.96,3.13561953554512,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
20212,1435906_x_at,-0.0377355772893475,9.852474,11.84283,-1.990356,-1.96317640758367,0.0857493781675595,0.49190825549925,0.2,0.8,3.101593969871,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
10120,1425814_a_at,0.0287014394926829,8.965184,7.578254,1.38693,2.85920131594187,0.0295678965509806,0.452339798067067,0.96,0.96,3.08146030225651,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
1631,1417300_at,-0.0350779632639165,8.213348,9.782068,-1.56872,-2.24384466065492,0.0671953081935539,0.478702948992368,0.12,0.88,3.05522338605366,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
13,1415682_at,0.0236522215229332,10.66454,9.357966,1.306574,4.68299794711078,0.00603550430939393,0.447667132791116,1,1,3.04116236433657,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
12885,1428579_at,-0.0237770919001936,6.485424,7.91068,-1.425256,-3.31981694257875,0.0156295504607661,0.447667132791116,0.04,0.96,3.01678832616917,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
44574,1460282_at,-0.0188796906086155,7.038182,8.661288,-1.623106,-3.42199398804316,0.018338142804787,0.447667132791116,0.04,0.96,3.01125145232018,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
2571,1418240_at,-0.0339460184036889,9.616222,11.553196,-1.936974,-1.97935496974817,0.083759854791097,0.48984092465421,0.2,0.8,3.00995684953049,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
4045,1419714_at,-0.0222413720729072,8.3311,9.509614,-1.178514,-3.57358378814882,0.00728468634277685,0.447667132791116,0,1,2.95657917245374,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
5584,1421278_s_at,0.0204451801673633,12.08226,10.92172,1.16054,4.16737911163051,0.0120379031300839,0.447667132791116,1,1,2.91394684717138,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
22403,1438097_at,-0.0186881757718601,5.559312,6.727374,-1.168062,-4.65090644376784,0.00380976516695408,0.447667132791116,0,1,2.88350237190601,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
253,1415922_s_at,-0.0199944803085273,8.977908,10.468042,-1.490134,-2.69367948801875,0.0368254521737684,0.454235712996552,0.08,0.92,2.87495099929254,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
17734,1433428_x_at,-0.0258003349521921,8.697738,9.951146,-1.253408,-2.66095085829489,0.0435586944421814,0.458182215622557,0.08,0.92,2.86977442295391,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
5716,1421410_a_at,-0.0216746631929493,6.19531,7.184706,-0.989396,-3.56772083665751,0.00732646546388901,0.447667132791116,0,1,2.86086220394232,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
40195,1455900_x_at,-0.0251448064670352,8.158148,9.451712,-1.293564,-2.62428421816521,0.0485298056690633,0.463831095572585,0.08,0.92,2.85991673370688,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
18968,1434662_at,0.0189371312689354,11.0575,9.812706,1.244794,3.45221981702963,0.0153447684885289,0.447667132791116,0.96,0.96,2.84270431023487,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
39615,1455320_at,-0.0221871646317487,7.045456,8.133826,-1.08837,-3.58416642891077,0.00874840869242479,0.447667132791116,0.04,0.96,2.83511105389257,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
1521,1417190_at,-0.0227967862980934,7.9156,9.227584,-1.311984,-2.3970261246598,0.0450866245961529,0.460889592633152,0.08,0.92,2.83090077246541,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
1668,1417337_at,0.0182065068392851,9.129226,7.873456,1.25577,3.39983926760079,0.0235216549309781,0.448834175024012,0.96,0.96,2.83032400306987,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
1669,1417338_at,0.0188353502379114,9.361406,7.965734,1.395672,3.48784672413637,0.0160726278205807,0.447667132791116,0.92,0.92,2.8284060176729,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
21583,1437277_x_at,-0.0241819711919061,8.93855,10.131334,-1.192784,-2.65958297233894,0.0427688965115059,0.458182215622557,0.08,0.92,2.81143857274571,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
19721,1435415_x_at,-0.0186665630736958,6.756114,8.133834,-1.37772,-2.72685242330609,0.0310030244232288,0.452339798067067,0.08,0.92,2.80418526265875,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
10257,1425951_a_at,-0.0227671459720427,6.753392,7.58829,-0.834898000000001,-2.60614902715919,0.0319589949803059,0.452339798067067,0,1,2.79968397465609,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
4637,1420331_at,-0.0154117305602708,7.717914,8.840404,-1.12249,-3.181616437106,0.0277251548330845,0.448834175024012,0,1,2.79676298661188,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
36266,1451971_at,0.016988000503943,9.006824,7.95937,1.047454,4.09355592759354,0.0105040424190516,0.447667132791116,1,1,2.79669224670519,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
3978,1419647_a_at,-0.0192402611915077,8.21884,9.330876,-1.112036,-3.95834593269121,0.00563184274196562,0.447667132791116,0.04,0.96,2.78900388879636,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
2943,1418612_at,-0.0179871655836626,9.723848,10.70874,-0.984892000000002,-2.92917167951149,0.0312710392231093,0.452339798067067,0,1,2.77494628324088,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
8269,1423963_at,0.0166605952698061,11.15274,9.996288,1.156452,3.90903298321168,0.0149649953064883,0.447667132791116,0.96,0.96,2.75927034179571,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
19593,1435287_at,0.0159108943041313,8.673584,7.490094,1.18349,3.50691222340015,0.0182520205028849,0.447667132791116,0.96,0.96,2.75696567849626,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
23717,1439411_a_at,0.0173191683528,12.21886,11.2805,0.938359999999999,4.00496048930349,0.0127373947048045,0.447667132791116,1,1,2.7541435211308,G7_vs_G5_efeito_vancomicina,G7_Infected_24h_Vancomycin,G5_Infected_24h_Untreated
